GrLivArea,MSZoning,Exterior2nd,Exterior1st,BsmtQual,Foundation,ExterQual,HouseStyle,OverallQual,GarageCars,YearBuilt,TotalBsmtSF,FullBath,1stFlrSF,SalePrice
1113,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,6,1,1976,1143,1,1113,148000
1939,FV,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,3,2006,1095,2,1095,266000
1363,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,7,2,1954,1385,1,1363,241500
2270,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,3,1999,1152,2,1164,290000
1632,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,6,1,1958,1240,2,1632,139000
816,RL,ImStucc,HdBoard,TA,CBlock,TA,1Story,5,1,1982,816,1,816,124500
1548,RL,Wd Sdng,Wd Sdng,TA,BrkTil,Gd,1.5Fin,7,2,1925,952,2,952,205000
1560,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,7,2,2003,1560,2,1560,201000
864,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,4,2,1951,864,1,864,141000
2121,RL,CmentBd,CemntBd,Ex,PConc,Ex,1Story,9,3,2006,2121,2,2121,415298
2022,RL,Plywood,Plywood,Gd,CBlock,TA,2Story,7,2,1977,1160,2,1156,192000
1982,RL,Plywood,Plywood,Gd,CBlock,Gd,2Story,7,2,1989,807,2,1175,228500
1262,FV,VinylSd,VinylSd,Gd,PConc,Gd,1Story,6,2,2006,1262,2,1262,185000
1314,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2007,1314,2,1314,207500
1468,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8,3,2008,1468,2,1468,244600
1575,RL,ImStucc,Plywood,Gd,PConc,Gd,1Story,6,2,1992,1575,2,1575,179200
1250,FV,MetalSd,MetalSd,Gd,PConc,Gd,2Story,7,2,2006,625,2,625,164700
1734,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1.5Fin,6,2,1962,912,1,1085,159000
858,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,4,0,1971,858,1,858,88000
900,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5,1,1967,882,1,900,122000
1396,RL,Wd Sdng,Wd Sdng,TA,BrkTil,TA,2Story,6,1,1915,698,1,698,153575
1919,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,2006,1079,2,1079,233230
1716,RL,VinylSd,VinylSd,TA,PConc,TA,2Story,5,0,1912,780,2,936,135900
1716,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1.5Fin,5,1,1949,768,1,1148,131000
2263,RL,Plywood,Plywood,TA,CBlock,TA,2Story,7,2,1977,795,2,1468,235000
1644,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,6,2,1953,1416,1,1644,167000
1003,RL,HdBoard,HdBoard,TA,CBlock,TA,SLvl,6,2,1984,1003,1,1003,142500
1558,RM,Wd Sdng,Wd Sdng,TA,CBlock,TA,1.5Fin,5,1,1950,910,1,910,152000
1950,FV,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,1997,975,2,975,239000
1743,RL,AsphShn,HdBoard,TA,CBlock,Gd,2Story,6,2,1968,702,1,1041,175000
1152,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,6,1,1950,1092,1,1152,158500
1336,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5,1,1953,1165,1,1336,157000
2452,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,1998,1028,2,1210,267000
1541,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,3,2001,1541,2,1541,205000
894,RL,VinylSd,VinylSd,TA,PConc,TA,1Story,5,2,1972,894,1,894,149900
3493,RM,CmentBd,CemntBd,TA,BrkTil,TA,2.5Fin,7,3,1880,1470,3,1675,295000
2000,RL,CmentBd,CemntBd,Gd,PConc,Gd,1Story,8,3,2004,2000,2,2000,305900
2243,RL,Plywood,HdBoard,Gd,CBlock,Gd,2Story,7,3,1990,700,2,1122,225000
1406,RM,MetalSd,MetalSd,TA,CBlock,TA,1.5Fin,6,0,1920,319,1,1035,89500
861,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,4,2,1940,861,1,861,82500
1944,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,9,3,2003,1896,2,1944,360000
1501,RL,HdBoard,HdBoard,Gd,PConc,TA,2Story,6,2,1993,697,2,697,165600
972,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,6,1,1948,972,1,972,132000
1118,RM,MetalSd,MetalSd,Gd,CBlock,TA,1.5Fin,5,2,1939,793,1,793,119900
2036,RL,BrkFace,BrkFace,Gd,CBlock,TA,1Story,7,2,1965,2136,2,2036,375000
1641,RM,Wd Sdng,Wd Sdng,TA,BrkTil,TA,2Story,7,2,1925,728,1,832,178000
1432,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2004,716,2,716,188500
2353,RL,CmentBd,CemntBd,Gd,CBlock,Gd,2Story,7,2,1980,845,2,1153,260000
1959,FV,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,3,2006,1088,2,1088,270000
2646,RL,HdBoard,HdBoard,Gd,PConc,Gd,2Story,7,3,1993,1347,2,1372,260000
1472,RL,Plywood,Plywood,Gd,CBlock,TA,SLvl,7,2,1980,1372,2,1472,187500
2596,RL,VinylSd,VinylSd,Ex,PConc,TA,2Story,9,3,2006,1249,3,1249,342643
2468,RL,VinylSd,VinylSd,Ex,PConc,Gd,2Story,8,3,2004,1136,2,1136,354000
2730,RL,Plywood,Plywood,TA,CBlock,Gd,2Story,7,2,1986,1502,2,1553,301000
1163,RM,VinylSd,VinylSd,TA,CBlock,TA,1Story,3,1,1955,1162,1,1163,126175
2978,RL,Wd Sdng,Wd Sdng,Gd,CBlock,Gd,SLvl,7,2,1967,710,2,1898,242000
803,RM,MetalSd,MetalSd,TA,CBlock,TA,1.5Unf,5,2,1941,720,1,803,87000
1719,RL,BrkFace,BrkFace,Gd,PConc,Gd,1Story,8,2,1993,1719,1,1719,324000
1383,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,6,1,1960,1383,1,1383,145250
2134,RL,Wd Shng,Wd Sdng,TA,BrkTil,TA,2.5Unf,6,2,1916,844,2,1445,214500
1192,RM,Wd Shng,Wd Sdng,TA,PConc,TA,2Story,5,1,1920,596,1,596,78000
1728,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,5,1,1964,1728,2,1728,119000
1056,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,5,1,1958,1056,1,1056,139000
1629,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8,3,2003,3206,2,1629,284000
1358,RM,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2004,1358,2,1358,207000
1638,RL,VinylSd,VinylSd,Gd,PConc,TA,2Story,6,2,1998,943,2,943,192000
1786,RL,Plywood,Plywood,TA,CBlock,TA,1.5Fin,5,2,1965,1499,2,1619,228950
1922,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,9,3,2005,1922,2,1922,377426
1536,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2002,1536,2,1536,214000
1621,RL,Wd Sdng,Wd Sdng,Gd,CBlock,Gd,1Story,7,2,1984,1208,2,1621,202500
1215,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,6,1,1958,1215,1,1215,155000
1908,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,2002,967,2,993,202900
841,RH,AsbShng,Wd Sdng,TA,CBlock,Fa,1Story,4,1,1950,721,1,841,82000
1040,RL,Stucco,Stucco,,Slab,TA,1Story,3,2,1949,0,2,1040,87500
1684,RL,MetalSd,MetalSd,Ex,PConc,Ex,1Story,9,2,2005,1684,2,1684,266000
1112,RM,CmentBd,CemntBd,Gd,CBlock,TA,2Story,5,1,1976,536,1,536,85000
1577,RL,MetalSd,MetalSd,TA,BrkTil,TA,1.5Fin,6,1,1939,972,1,972,140200
958,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,6,1,1960,958,1,958,151500
1478,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,6,2,1960,1478,2,1478,157500
1626,RL,Wd Shng,VinylSd,Gd,PConc,Gd,2Story,7,2,2003,764,2,764,154000
2728,RL,CmentBd,CemntBd,Ex,PConc,Ex,2Story,9,3,2005,1848,2,1848,437154
1869,RL,MetalSd,MetalSd,Ex,PConc,Ex,1Story,9,2,2007,1869,2,1869,318061
1453,RL,Wd Sdng,Wd Sdng,Gd,PConc,TA,1Story,7,2,1986,1453,1,1453,190000
1111,RL,VinylSd,VinylSd,TA,CBlock,TA,1.5Fin,5,1,1941,616,1,616,95000
720,RM,VinylSd,VinylSd,TA,BrkTil,TA,1Story,6,2,1928,624,1,720,105900
1595,RL,MetalSd,Wd Sdng,TA,CBlock,TA,1.5Fin,6,1,1940,940,1,1192,140000
1200,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,6,2,1995,1200,2,1200,177500
1167,RL,HdBoard,HdBoard,Gd,PConc,TA,1Story,6,2,1992,1158,2,1167,173000
1142,RM,CmentBd,CemntBd,Gd,PConc,TA,1Story,5,2,1976,1142,1,1142,134000
1352,RL,ImStucc,Wd Sdng,TA,CBlock,TA,SLvl,5,1,1958,1062,1,1352,130000
1924,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,1998,1086,2,1086,280000
912,RL,VinylSd,VinylSd,Gd,CBlock,TA,SFoyer,6,2,1978,888,1,912,156000
1505,RL,MetalSd,MetalSd,TA,CBlock,TA,1.5Fin,5,1,1940,883,1,988,145000
1922,RL,HdBoard,HdBoard,,Slab,Gd,SFoyer,7,2,2003,0,3,495,198500
987,RM,HdBoard,HdBoard,TA,CBlock,TA,2Story,6,1,1972,483,1,483,118000
1574,RL,HdBoard,HdBoard,Gd,PConc,TA,2Story,6,2,1976,796,2,790,190000
1344,RM,VinylSd,VinylSd,TA,CBlock,TA,2Story,5,1,1920,672,1,672,147000
1394,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,6,2,1963,1394,1,1394,159000
1431,RL,Plywood,Plywood,Gd,CBlock,TA,SLvl,6,1,1962,1099,1,1431,165000
1268,RL,HdBoard,HdBoard,TA,PConc,TA,1Story,5,1,1954,1268,1,1268,132000
1287,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,5,2,1959,1063,1,1287,162000
1664,RL,VinylSd,VinylSd,Gd,PConc,TA,2Story,6,2,2000,953,2,953,172400
1588,RL,Plywood,WdShing,,CBlock,TA,1.5Fin,4,2,1959,0,2,1120,134432
752,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,6,1,1984,744,1,752,125000
1319,RL,MetalSd,MetalSd,TA,PConc,TA,1Story,5,1,1953,608,1,1319,123000
1928,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2003,847,2,847,219500
904,RL,Wd Sdng,Wd Sdng,Fa,BrkTil,Fa,1Story,1,0,1922,683,0,904,61000
914,RL,VinylSd,VinylSd,Gd,PConc,Gd,SFoyer,5,2,1996,870,1,914,148000
2466,FV,CmentBd,CemntBd,Gd,PConc,Gd,2Story,8,2,2004,1580,3,1580,340000
1856,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,9,3,2010,1856,1,1856,394432
1800,RL,VinylSd,VinylSd,Gd,PConc,TA,2Story,6,2,2000,982,2,1007,179000
1691,RL,Wd Sdng,BrkFace,TA,BrkTil,TA,1.5Fin,5,1,1924,1026,2,1026,127000
1301,FV,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2006,1293,2,1301,187750
1797,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2006,939,2,939,213500
784,RH,Wd Sdng,Wd Sdng,Fa,BrkTil,TA,1.5Unf,6,2,1928,784,1,784,76000
1953,RL,HdBoard,HdBoard,Gd,PConc,Gd,2Story,6,2,1992,1580,2,1079,240000
1269,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8,2,2004,1256,2,1269,192000
1184,RL,VinylSd,Wd Sdng,TA,PConc,TA,1.5Fin,5,0,1910,658,1,658,81000
1125,RL,MetalSd,MetalSd,TA,CBlock,TA,SLvl,6,1,1976,1041,1,1125,125000
1479,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,1999,1468,2,1479,191000
2332,RL,VinylSd,VinylSd,Ex,PConc,Ex,2Story,10,3,2007,1682,2,1742,426000
1367,RL,MetalSd,MetalSd,TA,BrkTil,TA,1.5Fin,5,1,1900,861,1,961,119000
1961,RL,VinylSd,VinylSd,Ex,PConc,TA,2Story,6,2,2001,804,2,804,215000
882,RL,MetalSd,MetalSd,,Slab,TA,1Story,5,1,1959,0,1,882,106500
788,RL,Wd Shng,WdShing,TA,CBlock,TA,1Story,4,0,1941,788,1,788,100000
1034,RL,MetalSd,MetalSd,TA,CBlock,TA,1.5Fin,5,1,1940,735,1,735,109000
1144,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,5,1,1956,1144,1,1144,129000
894,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5,2,1972,894,1,894,123000
1812,RL,VinylSd,VinylSd,TA,CBlock,TA,2Story,5,1,1962,864,2,876,169500
1077,RM,MetalSd,MetalSd,Fa,BrkTil,TA,1Story,5,1,1920,961,1,1077,67000
1550,FV,CmentBd,CemntBd,Gd,PConc,Gd,2Story,7,2,2006,1092,2,1112,241000
1288,RL,BrkFace,BrkFace,Gd,PConc,Gd,1Story,8,2,1996,1260,1,1288,245500
1310,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2005,1310,2,1310,164990
672,RL,Wd Sdng,Wd Sdng,TA,PConc,TA,1Story,5,1,1940,672,1,672,108000
2263,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,1998,1141,2,1165,258000
1572,RL,MetalSd,MetalSd,Gd,PConc,TA,2Story,6,2,1995,806,2,806,168000
1620,RL,Plywood,Plywood,TA,CBlock,TA,1Story,4,2,1976,1281,2,1620,150000
1639,RL,MetalSd,MetalSd,TA,BrkTil,TA,1.5Fin,6,1,1936,1064,1,1166,115000
1680,RL,Plywood,Wd Sdng,Gd,BrkTil,TA,2Story,6,1,1915,840,2,840,177000
2172,RL,VinylSd,VinylSd,Ex,PConc,Gd,2Story,7,3,2006,1063,2,1071,280000
2078,FV,VinylSd,VinylSd,Ex,PConc,Gd,2Story,8,3,2007,1034,2,1050,339750
1276,RL,Brk Cmn,BrkComm,TA,CBlock,TA,1Story,5,1,1958,1276,1,1276,60000
1056,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,5,2,1955,1056,1,1056,145000
1478,FV,MetalSd,MetalSd,Ex,PConc,Ex,1Story,7,2,2009,1470,2,1478,222000
1028,RM,Wd Shng,WdShing,TA,CBlock,TA,1Story,5,2,1927,1008,1,1028,115000
2097,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,3,1993,1080,2,1080,228000
1340,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2007,1340,2,1340,181134
1400,RL,HdBoard,HdBoard,TA,CBlock,TA,2Story,6,2,1978,672,1,672,149500
2624,RL,Stucco,Wd Sdng,Gd,BrkTil,TA,2Story,6,3,1918,1370,2,1370,239000
1134,RL,MetalSd,MetalSd,TA,BrkTil,TA,1.5Fin,5,1,1940,756,1,756,126000
1056,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,5,1,1968,1056,1,1056,142000
1344,RM,VinylSd,VinylSd,Gd,PConc,TA,SFoyer,7,4,1997,1344,2,1344,206300
1602,RL,CmentBd,CemntBd,Gd,CBlock,Gd,1Story,6,2,1977,1602,2,1602,215000
988,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,5,2,1954,988,1,988,113000
2630,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,3,1998,1470,2,1470,315000
1196,RL,Wd Sdng,Wd Sdng,Gd,CBlock,TA,1Story,6,1,1956,1196,1,1196,139000
1389,RM,HdBoard,HdBoard,TA,CBlock,TA,2Story,7,1,1946,651,1,707,135000
1644,RL,Wd Sdng,Wd Sdng,Gd,PConc,Gd,SLvl,7,2,1989,1518,2,1644,275000
907,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,4,1,1957,907,1,907,109008
1208,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2007,1208,2,1208,195400
1412,RL,HdBoard,HdBoard,Gd,CBlock,TA,1Story,6,2,1988,1392,2,1412,175000
987,RM,HdBoard,HdBoard,TA,CBlock,TA,2Story,6,1,1971,483,1,483,85400
1198,RM,MetalSd,MetalSd,TA,BrkTil,TA,1.5Fin,6,0,1920,901,1,1088,79900
1365,RM,HdBoard,HdBoard,TA,CBlock,TA,2Story,5,2,1971,765,1,765,122500
1604,RL,VinylSd,VinylSd,Gd,PConc,TA,2Story,6,2,1997,926,2,926,181000
630,RM,CmentBd,CemntBd,Gd,CBlock,TA,SFoyer,4,0,1972,630,1,630,81000
1661,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,1996,799,2,827,212000
1118,RM,Stucco,Stucco,Fa,BrkTil,TA,1.5Fin,6,2,1920,648,1,734,116000
904,RM,Wd Sdng,Wd Sdng,TA,PConc,Gd,1.5Unf,6,1,1926,884,1,904,119000
694,RL,Stucco,WdShing,TA,PConc,TA,1Story,5,1,1913,440,1,694,90350
1196,RL,Wd Sdng,Wd Sdng,TA,BrkTil,TA,1.5Fin,6,2,1920,684,1,684,110000
2402,RL,VinylSd,VinylSd,Ex,PConc,Ex,1Story,10,3,2008,3094,2,2402,555000
1440,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,4,0,1955,1440,2,1440,118000
1573,RM,MetalSd,MetalSd,TA,PConc,TA,1.5Fin,5,2,1930,1078,2,1128,162900
1258,RL,Wd Shng,WdShing,Ex,PConc,Gd,1Story,7,3,2006,1258,2,1258,172500
1908,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,1994,915,2,933,210000
1689,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,6,2,1956,1436,1,1689,127500
1888,RL,Plywood,BrkFace,TA,CBlock,Gd,1Story,6,2,1966,1517,2,1888,190000
1886,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,1998,930,2,956,199900
1376,RM,MetalSd,MetalSd,TA,BrkTil,TA,1.5Fin,6,1,1937,780,2,780,119500
1183,RM,MetalSd,MetalSd,TA,CBlock,TA,1.5Fin,3,1,1948,649,1,679,120000
813,RM,Wd Sdng,Wd Sdng,TA,BrkTil,TA,1Story,6,1,1930,813,1,813,110000
1533,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,7,2,1975,1533,2,1533,280000
1756,RL,VinylSd,VinylSd,Ex,PConc,Gd,2Story,6,2,1996,872,2,888,204000
1590,FV,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,2008,768,2,786,210000
1728,RL,Plywood,Plywood,TA,CBlock,TA,1Story,5,2,1976,1728,2,1728,188000
1242,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,7,2,1973,1242,1,1242,175500
1344,RM,AsbShng,AsbShng,TA,BrkTil,TA,2Story,5,3,1916,624,1,624,98000
1663,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,4,2,1954,1364,1,1663,256000
1666,RM,Wd Shng,Stucco,TA,PConc,TA,2Story,8,1,1925,588,1,833,161000
1203,RL,MetalSd,MetalSd,TA,CBlock,TA,1.5Fin,5,1,1950,709,1,979,110000
1935,FV,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,2009,832,2,832,263435
1135,RL,Wd Sdng,Wd Sdng,Gd,PConc,Gd,2Story,7,2,1936,560,1,575,155000
864,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5,1,1965,864,1,864,62383
1660,RL,Stucco,Stucco,TA,CBlock,TA,2Story,6,1,1934,715,1,849,188700
1040,RL,HdBoard,HdBoard,Gd,CBlock,TA,1Story,5,0,1978,1040,2,1040,124000
1414,RM,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2004,1375,2,1414,178740
1277,RL,Plywood,Plywood,TA,CBlock,TA,1Story,7,2,1970,1277,1,1277,167000
1644,RL,MetalSd,MetalSd,TA,CBlock,TA,2Story,5,1,1942,728,1,888,146500
1634,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8,3,2006,1626,2,1634,250000
1710,RL,HdBoard,HdBoard,Gd,PConc,Gd,2Story,6,2,1993,832,2,832,187000
1502,RL,HdBoard,HdBoard,Gd,PConc,Gd,1Story,8,2,1985,1488,1,1502,212000
1969,RL,Plywood,WdShing,Gd,CBlock,TA,2Story,7,2,1977,808,2,1161,190000
1072,RM,VinylSd,VinylSd,Gd,PConc,TA,SLvl,6,2,2005,547,1,1072,148000
1976,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8,3,2006,1976,2,1976,440000
1652,RL,CmentBd,CemntBd,Gd,PConc,Gd,1Story,8,2,2000,1494,2,1652,251000
970,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,5,2,1963,970,1,970,132500
1493,RL,VinylSd,VinylSd,Gd,PConc,TA,1Story,6,2,1997,1478,2,1493,208900
2643,RL,VinylSd,VinylSd,Gd,PConc,Ex,2Story,9,3,2006,2153,2,2069,380000
1718,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8,3,2007,1705,2,1718,297000
1131,RM,Stucco,Stucco,Fa,BrkTil,TA,1Story,4,2,1937,907,1,1131,89471
1850,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,9,3,2004,1833,2,1850,326000
1792,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,9,3,2003,1792,2,1792,374000
1826,RM,Stucco,Stucco,TA,PConc,Gd,2Story,7,1,1915,910,1,916,155000
1216,RM,VinylSd,VinylSd,Ex,PConc,TA,1Story,6,2,1998,1216,2,1216,164000
999,RL,Plywood,HdBoard,TA,CBlock,TA,1Story,5,1,1962,999,1,999,132500
1113,RL,MetalSd,MetalSd,TA,CBlock,Gd,1Story,5,1,1950,1113,1,1113,147000
1073,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5,2,1965,1073,1,1073,156000
1484,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,5,2,1971,1484,2,1484,175000
2414,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1.5Fin,5,2,1900,954,2,1766,160000
630,RM,CmentBd,CemntBd,Gd,CBlock,TA,SFoyer,4,1,1970,630,1,630,86000
1304,RM,CmentBd,CemntBd,Gd,PConc,TA,2Story,5,1,1976,264,1,616,115000
1578,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1.5Fin,6,1,1941,806,1,958,133000
1456,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,6,2,2006,728,2,728,172785
1269,RL,Wd Sdng,BrkFace,TA,CBlock,TA,1Story,5,1,1960,1269,1,1269,155000
886,RM,MetalSd,MetalSd,Fa,BrkTil,TA,1Story,5,1,1938,190,1,886,91300
720,C (all),Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,4,0,1920,720,1,720,34900
3228,RL,BrkFace,BrkFace,Gd,PConc,Gd,1Story,8,2,1992,3200,3,3228,430000
1820,RL,Wd Sdng,Wd Sdng,TA,PConc,TA,1.5Fin,7,1,1925,1026,2,1133,184000
899,RL,HdBoard,HdBoard,TA,PConc,TA,1Story,5,1,1967,864,1,899,130000
912,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5,1,1958,912,1,912,120000
1218,RM,HdBoard,HdBoard,TA,CBlock,TA,2Story,6,1,1973,672,1,672,113000
1768,FV,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2005,866,2,866,226700
1214,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5,2,1965,1214,1,1214,140000
1801,RL,Wd Sdng,BrkFace,TA,CBlock,TA,1Story,7,2,1959,1501,2,1801,289000
1322,RL,Brk Cmn,Plywood,TA,CBlock,TA,2Story,6,2,1974,855,2,855,147000
1960,RM,Wd Sdng,Wd Sdng,TA,CBlock,TA,2Story,5,2,1952,960,2,960,124500
1911,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,1993,777,2,1065,215000
1218,FV,VinylSd,VinylSd,Gd,PConc,Gd,1Story,6,2,2009,1218,2,1218,208300
1378,RM,MetalSd,MetalSd,TA,BrkTil,TA,2Story,7,2,1928,689,2,689,161000
1041,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5,1,1959,1041,1,1041,124500
1363,RL,Wd Sdng,Wd Sdng,TA,CBlock,Gd,1Story,5,1,1951,1008,1,1363,164900
1368,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2005,1368,2,1368,202665
864,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,5,2,1958,864,1,864,129900
1080,RL,VinylSd,VinylSd,TA,PConc,TA,1Story,6,2,1983,1084,1,1080,134000
789,RL,Wd Sdng,Wd Sdng,TA,BrkTil,TA,1.5Unf,5,1,1926,768,1,789,96500
2020,RL,CmentBd,CemntBd,Ex,CBlock,Ex,1Story,10,3,2009,2006,2,2020,402861
2119,RL,HdBoard,HdBoard,TA,CBlock,TA,SLvl,6,2,1972,689,2,1378,158000
2344,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,3,1996,1264,2,1277,265000
1796,RL,VinylSd,VinylSd,Gd,PConc,TA,2Story,6,2,1998,794,2,882,211000
2080,RL,MetalSd,MetalSd,Gd,BrkTil,Gd,2Story,7,1,1926,1276,1,1276,234000
1294,RL,MetalSd,MetalSd,,BrkTil,TA,2Story,4,0,1900,0,2,694,106250
1244,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,6,1,1957,1244,1,1244,150000
1664,RM,CmentBd,CemntBd,TA,CBlock,TA,1.5Fin,6,2,1947,1004,2,1004,159000
4676,RL,CmentBd,CemntBd,Ex,PConc,Ex,2Story,10,3,2007,3138,3,3138,184750
2398,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,3,1996,1379,2,1383,315750
1266,FV,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2005,1257,2,1266,176000
928,RL,Wd Sdng,Wd Sdng,Gd,CBlock,TA,1Story,5,1,1956,928,1,928,132000
2713,RL,VinylSd,VinylSd,Ex,PConc,Ex,2Story,9,3,2008,1452,2,1476,446261
605,RL,Wd Sdng,Wd Sdng,TA,BrkTil,TA,1Story,4,0,1920,528,1,605,86000
2515,RL,Stone,Wd Sdng,TA,PConc,Gd,1Story,6,2,1957,2035,3,2515,200624
1509,RL,HdBoard,HdBoard,Gd,CBlock,Gd,SLvl,6,2,1988,1461,2,1509,175000
1362,RM,Wd Sdng,Wd Sdng,Fa,BrkTil,TA,2Story,6,2,1920,611,2,751,128000
827,RL,VinylSd,VinylSd,,Slab,TA,1Story,5,1,1955,0,1,827,107500
334,RL,VinylSd,VinylSd,,Slab,Fa,1Story,1,0,1946,0,1,334,39300
1414,RL,VinylSd,VinylSd,Ex,PConc,Gd,2Story,8,2,2004,707,2,707,178000
1347,RL,MetalSd,MetalSd,Gd,CBlock,TA,2Story,5,0,1910,1117,1,820,107500
1724,RL,VinylSd,VinylSd,Gd,PConc,TA,2Story,7,2,1998,880,2,880,188000
864,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,4,2,1972,864,1,864,111250
1159,RL,Plywood,Plywood,TA,CBlock,TA,1Story,5,1,1968,1051,1,1159,158000
