GrLivArea,MSZoning,Exterior2nd,Exterior1st,BsmtQual,Foundation,ExterQual,HouseStyle,OverallQual,GarageCars,YearBuilt,TotalBsmtSF,FullBath,1stFlrSF,SalePrice
1111.0,RL,VinylSd,VinylSd,TA,CBlock,TA,1.5Fin,5.0,1.0,1941.0,616.0,1.0,616.0,95000.0
729.0,RL,VinylSd,VinylSd,TA,CBlock,Gd,1Story,3.0,0.0,1935.0,270.0,1.0,729.0,52000.0
1586.0,RL,HdBoard,HdBoard,Gd,CBlock,TA,1Story,6.0,2.0,1979.0,1362.0,2.0,1586.0,181000.0
2234.0,RL,VinylSd,VinylSd,Ex,PConc,Ex,1Story,9.0,3.0,2008.0,2216.0,2.0,2234.0,501837.0
858.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,4.0,0.0,1971.0,858.0,1.0,858.0,88000.0
833.0,RL,Plywood,HdBoard,TA,CBlock,TA,1Story,5.0,0.0,1985.0,833.0,1.0,833.0,112000.0
1283.0,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5.0,2.0,1962.0,931.0,1.0,1283.0,140000.0
1644.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,6.0,2.0,1953.0,1416.0,1.0,1644.0,167000.0
1383.0,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,6.0,1.0,1960.0,1383.0,1.0,1383.0,145250.0
2073.0,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,6.0,2.0,1978.0,1542.0,2.0,2073.0,210000.0
1539.0,RM,MetalSd,MetalSd,TA,PConc,TA,2Story,5.0,2.0,1904.0,650.0,2.0,958.0,157500.0
1552.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7.0,3.0,2005.0,1552.0,2.0,1552.0,212900.0
925.0,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,5.0,1.0,1965.0,925.0,1.0,925.0,117500.0
1414.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7.0,2.0,2004.0,1414.0,2.0,1414.0,185500.0
1526.0,C (all),Plywood,Plywood,TA,CBlock,Fa,1.5Fin,3.0,0.0,1915.0,1013.0,1.0,1013.0,85000.0
1712.0,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5.0,2.0,1959.0,1626.0,2.0,1712.0,145000.0
1717.0,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8.0,3.0,2006.0,1709.0,2.0,1717.0,255500.0
1750.0,RM,VinylSd,VinylSd,Fa,BrkTil,TA,2Story,5.0,1.0,1880.0,636.0,1.0,1089.0,124000.0
1176.0,RM,MetalSd,MetalSd,TA,BrkTil,Gd,1.5Fin,6.0,2.0,1937.0,698.0,1.0,786.0,134900.0
1936.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,2.0,2000.0,1406.0,2.0,1454.0,230500.0
858.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,4.0,1.0,1971.0,858.0,1.0,858.0,110000.0
1919.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,2.0,2006.0,1079.0,2.0,1079.0,233230.0
1762.0,RM,Wd Sdng,Wd Sdng,Fa,BrkTil,TA,2Story,7.0,2.0,1920.0,596.0,1.0,998.0,157000.0
1728.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,5.0,2.0,1965.0,1728.0,2.0,1728.0,142600.0
1626.0,RL,Wd Shng,VinylSd,Gd,PConc,Gd,2Story,7.0,2.0,2003.0,764.0,2.0,764.0,154000.0
1496.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7.0,2.0,2006.0,654.0,2.0,664.0,179665.0
790.0,RL,Wd Sdng,Wd Sdng,Gd,BrkTil,TA,1Story,6.0,1.0,1930.0,768.0,1.0,790.0,91000.0
1935.0,RL,Plywood,Plywood,Gd,CBlock,TA,2Story,7.0,2.0,1976.0,793.0,2.0,1142.0,197900.0
1964.0,RL,Plywood,Plywood,TA,CBlock,TA,2Story,7.0,2.0,1976.0,803.0,2.0,1098.0,205000.0
1666.0,RM,Wd Shng,Stucco,TA,PConc,TA,2Story,8.0,1.0,1925.0,588.0,1.0,833.0,161000.0
985.0,RL,HdBoard,HdBoard,Gd,CBlock,Gd,SLvl,5.0,1.0,1977.0,985.0,2.0,985.0,149900.0
1358.0,RM,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7.0,2.0,2004.0,1358.0,2.0,1358.0,207000.0
848.0,RM,VinylSd,VinylSd,Gd,PConc,Gd,1Story,6.0,2.0,2004.0,848.0,1.0,848.0,143000.0
1970.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,3.0,2006.0,1085.0,2.0,1120.0,281000.0
2046.0,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8.0,3.0,2008.0,2046.0,2.0,2046.0,372500.0
1865.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7.0,3.0,2000.0,992.0,2.0,992.0,235000.0
2134.0,RL,Wd Shng,Wd Sdng,TA,BrkTil,TA,2.5Unf,6.0,2.0,1916.0,844.0,2.0,1445.0,214500.0
2646.0,RL,HdBoard,HdBoard,Gd,PConc,Gd,2Story,7.0,3.0,1993.0,1347.0,2.0,1372.0,260000.0
1236.0,RM,MetalSd,MetalSd,TA,CBlock,TA,1Story,6.0,2.0,1957.0,912.0,1.0,1236.0,149700.0
902.0,RL,HdBoard,HdBoard,Gd,CBlock,TA,1Story,5.0,2.0,1983.0,864.0,1.0,902.0,131000.0
912.0,RL,Plywood,HdBoard,TA,CBlock,TA,1Story,5.0,1.0,1962.0,912.0,1.0,912.0,144000.0
1656.0,RL,Plywood,BrkFace,TA,CBlock,TA,1Story,6.0,2.0,1960.0,1080.0,1.0,1656.0,215000.0
1382.0,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,SLvl,6.0,2.0,1962.0,1362.0,1.0,1382.0,176000.0
2020.0,RH,Plywood,Plywood,,Slab,TA,1Story,5.0,2.0,1977.0,0.0,2.0,2020.0,144000.0
1052.0,RL,HdBoard,HdBoard,TA,CBlock,TA,SLvl,6.0,2.0,1971.0,1010.0,1.0,1052.0,155000.0
2531.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,3.0,1995.0,1318.0,2.0,1328.0,290000.0
1852.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,3.0,1999.0,1004.0,2.0,1004.0,230000.0
1660.0,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8.0,2.0,2006.0,1660.0,2.0,1660.0,290000.0
1709.0,FV,MetalSd,MetalSd,Ex,PConc,Gd,1Story,9.0,2.0,1999.0,1698.0,2.0,1709.0,328900.0
912.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,6.0,1.0,1961.0,912.0,1.0,912.0,142000.0
1764.0,RL,VinylSd,VinylSd,Gd,PConc,TA,2Story,6.0,2.0,1997.0,928.0,2.0,928.0,231500.0
1395.0,RL,Plywood,HdBoard,TA,CBlock,TA,2Story,6.0,2.0,1972.0,723.0,1.0,735.0,162000.0
1040.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,5.0,1.0,1963.0,1040.0,1.0,1040.0,133000.0
2392.0,RL,VinylSd,VinylSd,Ex,PConc,Ex,1Story,10.0,3.0,2003.0,2392.0,2.0,2392.0,386250.0
1103.0,RM,MetalSd,MetalSd,TA,BrkTil,TA,1Story,6.0,2.0,1925.0,1103.0,1.0,1103.0,110500.0
2078.0,FV,VinylSd,VinylSd,Ex,PConc,Gd,2Story,8.0,3.0,2007.0,1034.0,2.0,1050.0,339750.0
803.0,RM,MetalSd,MetalSd,TA,CBlock,TA,1.5Unf,5.0,2.0,1941.0,720.0,1.0,803.0,87000.0
1152.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,6.0,1.0,1950.0,1092.0,1.0,1152.0,158500.0
1173.0,RL,Plywood,Plywood,Gd,CBlock,TA,SFoyer,7.0,2.0,1974.0,1053.0,2.0,1173.0,170000.0
1092.0,RM,Wd Shng,VinylSd,,Slab,Fa,2Story,4.0,0.0,1930.0,0.0,2.0,372.0,55000.0
1784.0,RL,Wd Sdng,Wd Sdng,Gd,BrkTil,TA,2Story,5.0,1.0,1914.0,747.0,1.0,892.0,138887.0
1920.0,RL,MetalSd,MetalSd,TA,CBlock,TA,SLvl,7.0,2.0,1968.0,570.0,3.0,1222.0,170000.0
1670.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7.0,3.0,2006.0,1670.0,2.0,1670.0,240000.0
1223.0,FV,MetalSd,MetalSd,Gd,PConc,Gd,2Story,7.0,2.0,2005.0,600.0,2.0,520.0,147400.0
1801.0,RL,Wd Sdng,BrkFace,TA,CBlock,TA,1Story,7.0,2.0,1959.0,1501.0,2.0,1801.0,289000.0
1656.0,RL,Plywood,Plywood,TA,CBlock,TA,1Story,5.0,2.0,1973.0,1656.0,2.0,1656.0,135000.0
1717.0,RL,Wd Shng,Wd Sdng,TA,BrkTil,TA,2Story,7.0,3.0,1915.0,756.0,1.0,961.0,140000.0
2599.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,9.0,3.0,1999.0,1393.0,2.0,1422.0,333168.0
1644.0,RL,MetalSd,MetalSd,TA,CBlock,TA,2Story,5.0,1.0,1942.0,728.0,1.0,888.0,146500.0
2468.0,RL,VinylSd,VinylSd,Ex,PConc,Gd,2Story,8.0,3.0,2004.0,1136.0,2.0,1136.0,354000.0
1362.0,RL,VinylSd,VinylSd,Gd,Wood,TA,1.5Fin,5.0,2.0,1993.0,796.0,1.0,796.0,143000.0
1484.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8.0,2.0,2006.0,1476.0,2.0,1484.0,265900.0
1200.0,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5.0,2.0,1965.0,864.0,1.0,1200.0,146000.0
1350.0,RL,HdBoard,HdBoard,Gd,CBlock,TA,1Story,6.0,2.0,1974.0,1064.0,2.0,1350.0,165000.0
1152.0,RL,Plywood,AsbShng,,PConc,TA,1Story,4.0,0.0,1955.0,0.0,2.0,1152.0,82000.0
1680.0,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,7.0,2.0,1998.0,1650.0,2.0,1680.0,213250.0
1440.0,RM,Wd Sdng,Wd Sdng,TA,BrkTil,TA,1.5Fin,5.0,1.0,1900.0,540.0,1.0,889.0,79000.0
1214.0,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5.0,1.0,1967.0,1214.0,2.0,1214.0,143000.0
1479.0,RL,Plywood,HdBoard,TA,CBlock,Gd,2Story,6.0,2.0,1976.0,725.0,2.0,725.0,130500.0
1801.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,3.0,2005.0,893.0,2.0,901.0,239900.0
1494.0,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,2Story,6.0,1.0,1942.0,771.0,1.0,753.0,177500.0
2329.0,RL,HdBoard,HdBoard,Gd,PConc,TA,2Story,7.0,2.0,1990.0,1475.0,2.0,1532.0,262280.0
1588.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8.0,3.0,2006.0,1588.0,2.0,1588.0,227000.0
1194.0,RL,BrkFace,BrkFace,TA,CBlock,TA,1Story,6.0,2.0,1959.0,655.0,1.0,1194.0,159500.0
1494.0,RL,VinylSd,VinylSd,Gd,PConc,TA,1Story,6.0,2.0,1997.0,1479.0,2.0,1494.0,217000.0
3238.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1.5Fin,8.0,3.0,1995.0,2033.0,2.0,2053.0,410000.0
914.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,SFoyer,5.0,2.0,1996.0,870.0,1.0,914.0,148000.0
1641.0,RM,Wd Sdng,Wd Sdng,TA,BrkTil,TA,2Story,7.0,2.0,1925.0,728.0,1.0,832.0,178000.0
1573.0,RM,MetalSd,MetalSd,TA,PConc,TA,1.5Fin,5.0,2.0,1930.0,1078.0,2.0,1128.0,162900.0
1472.0,RL,Plywood,Plywood,Gd,CBlock,TA,SLvl,7.0,2.0,1980.0,1372.0,2.0,1472.0,187500.0
1750.0,RL,VinylSd,VinylSd,Gd,CBlock,TA,1.5Fin,6.0,1.0,1940.0,983.0,2.0,983.0,160000.0
1768.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,2.0,2007.0,866.0,2.0,866.0,212000.0
1196.0,RL,Wd Sdng,Wd Sdng,Gd,CBlock,TA,1Story,6.0,1.0,1956.0,1196.0,1.0,1196.0,139000.0
1126.0,RL,VinylSd,VinylSd,,CBlock,TA,1Story,4.0,2.0,1949.0,0.0,2.0,1126.0,108000.0
845.0,RL,Wd Sdng,Wd Sdng,,Slab,TA,1Story,4.0,1.0,1957.0,0.0,1.0,845.0,84000.0
1968.0,RL,HdBoard,HdBoard,TA,CBlock,TA,2Story,5.0,2.0,1969.0,784.0,2.0,1168.0,172000.0
1221.0,RL,AsbShng,AsbShng,TA,BrkTil,TA,1.5Fin,5.0,1.0,1924.0,784.0,1.0,949.0,104900.0
1368.0,RM,VinylSd,VinylSd,TA,CBlock,TA,2Story,6.0,1.0,1910.0,684.0,1.0,684.0,114504.0
987.0,RM,HdBoard,HdBoard,TA,CBlock,TA,2Story,6.0,1.0,1970.0,483.0,1.0,483.0,106000.0
1442.0,RL,HdBoard,HdBoard,Gd,PConc,Gd,1Story,7.0,2.0,1990.0,910.0,2.0,1442.0,179900.0
1220.0,RL,Wd Sdng,Wd Sdng,Fa,CBlock,TA,1Story,4.0,2.0,1951.0,836.0,1.0,1220.0,102000.0
1500.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7.0,2.0,2004.0,1500.0,2.0,1500.0,190000.0
2450.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,3.0,1998.0,1284.0,2.0,1310.0,340000.0
2207.0,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,7.0,2.0,1970.0,1947.0,2.0,2207.0,180000.0
1208.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7.0,2.0,2006.0,1187.0,2.0,1208.0,206000.0
1795.0,RM,MetalSd,MetalSd,TA,BrkTil,TA,1.5Fin,5.0,1.0,1954.0,1050.0,2.0,1050.0,131500.0
1440.0,RL,MetalSd,MetalSd,Gd,PConc,TA,1Story,4.0,0.0,1977.0,1440.0,2.0,1440.0,150000.0
1212.0,RL,VinylSd,VinylSd,Gd,PConc,TA,1Story,6.0,2.0,2009.0,1212.0,2.0,1212.0,186000.0
1111.0,RM,Wd Sdng,Wd Sdng,TA,PConc,TA,1.5Fin,7.0,1.0,1926.0,572.0,1.0,572.0,116900.0
2715.0,RL,VinylSd,VinylSd,TA,CBlock,Ex,2Story,8.0,2.0,1976.0,1142.0,3.0,1175.0,299800.0
1724.0,RL,VinylSd,VinylSd,Gd,PConc,TA,2Story,7.0,2.0,1998.0,880.0,2.0,880.0,188000.0
1328.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,6.0,2.0,1963.0,1328.0,1.0,1328.0,143000.0
1052.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,5.0,1.0,1968.0,1052.0,1.0,1052.0,138500.0
2417.0,RL,HdBoard,HdBoard,Gd,CBlock,Gd,2Story,8.0,2.0,1991.0,1288.0,2.0,1301.0,260000.0
948.0,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,4.0,1.0,1954.0,948.0,1.0,948.0,119000.0
2019.0,RL,HdBoard,HdBoard,Gd,BrkTil,TA,2Story,7.0,2.0,1910.0,728.0,1.0,1136.0,167500.0
869.0,RL,Wd Sdng,Wd Sdng,Gd,PConc,TA,1Story,4.0,0.0,1923.0,440.0,1.0,869.0,85500.0
1554.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8.0,2.0,2006.0,1554.0,2.0,1554.0,209500.0
2112.0,RL,HdBoard,HdBoard,Fa,CBlock,TA,2Story,6.0,2.0,1969.0,952.0,2.0,1092.0,206900.0
1416.0,RL,Wd Sdng,Wd Sdng,TA,BrkTil,TA,1Story,5.0,2.0,1918.0,816.0,2.0,1416.0,112000.0
1593.0,RL,VinylSd,VinylSd,TA,PConc,TA,2Story,6.0,2.0,2004.0,839.0,2.0,864.0,193000.0
1381.0,RL,Plywood,Plywood,TA,CBlock,TA,1Story,6.0,2.0,1972.0,1161.0,1.0,1381.0,197500.0
1632.0,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,6.0,1.0,1958.0,1240.0,2.0,1632.0,139000.0
954.0,RL,MetalSd,MetalSd,Fa,PConc,TA,1Story,5.0,1.0,1938.0,920.0,1.0,954.0,119750.0
1922.0,RL,HdBoard,HdBoard,,Slab,Gd,SFoyer,7.0,2.0,2003.0,0.0,3.0,495.0,198500.0
980.0,RL,Plywood,Plywood,TA,CBlock,TA,1Story,5.0,2.0,1977.0,980.0,1.0,980.0,135000.0
1786.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7.0,2.0,2001.0,920.0,2.0,920.0,223500.0
1694.0,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8.0,2.0,2004.0,1686.0,2.0,1694.0,307000.0
972.0,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,6.0,1.0,1948.0,972.0,1.0,972.0,132000.0
1437.0,RL,Wd Sdng,CemntBd,TA,CBlock,TA,1Story,5.0,2.0,1956.0,1188.0,1.0,1437.0,168000.0
2263.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,2.0,2001.0,1055.0,2.0,1055.0,287000.0
1725.0,RL,HdBoard,HdBoard,TA,CBlock,TA,SLvl,7.0,2.0,1979.0,539.0,2.0,1040.0,197000.0
1236.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,5.0,1.0,1957.0,1070.0,1.0,1236.0,134450.0
1040.0,RL,Wd Sdng,BrkFace,TA,CBlock,TA,1Story,5.0,1.0,1959.0,1040.0,1.0,1040.0,133700.0
1704.0,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8.0,3.0,2007.0,1704.0,2.0,1704.0,306000.0
1523.0,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,6.0,2.0,1976.0,1193.0,2.0,1523.0,180000.0
1489.0,FV,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8.0,2.0,2006.0,1489.0,2.0,1489.0,232600.0
1569.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7.0,3.0,2007.0,1386.0,2.0,1569.0,175900.0
1212.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7.0,2.0,2001.0,1212.0,2.0,1212.0,178000.0
1573.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7.0,2.0,2002.0,1573.0,2.0,1573.0,227000.0
1790.0,RL,VinylSd,VinylSd,TA,CBlock,TA,2Story,6.0,2.0,1972.0,732.0,1.0,1012.0,165150.0
1576.0,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,2Story,5.0,2.0,1923.0,1324.0,1.0,1072.0,223500.0
1728.0,FV,VinylSd,VinylSd,Gd,PConc,Gd,2Story,6.0,2.0,2003.0,864.0,2.0,864.0,207500.0
1600.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8.0,3.0,2007.0,1566.0,2.0,1600.0,256300.0
1922.0,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,9.0,3.0,2005.0,1922.0,2.0,1922.0,377426.0
1692.0,RL,VinylSd,VinylSd,Ex,PConc,TA,2Story,7.0,2.0,2009.0,846.0,2.0,846.0,224500.0
1656.0,FV,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8.0,3.0,2006.0,1656.0,2.0,1656.0,249700.0
1047.0,RM,VinylSd,VinylSd,Fa,BrkTil,TA,1Story,4.0,1.0,1885.0,641.0,1.0,1047.0,100000.0
2728.0,RL,CmentBd,CemntBd,Ex,PConc,Ex,2Story,9.0,3.0,2005.0,1848.0,2.0,1848.0,437154.0
1425.0,RL,Plywood,HdBoard,TA,CBlock,TA,1Story,6.0,2.0,1964.0,1425.0,2.0,1425.0,180500.0
952.0,RL,Wd Sdng,Wd Sdng,TA,BrkTil,TA,1.5Unf,6.0,1.0,1916.0,952.0,1.0,952.0,121000.0
990.0,RL,VinylSd,VinylSd,Gd,PConc,TA,1Story,5.0,2.0,1995.0,990.0,1.0,990.0,156000.0
988.0,RL,Plywood,Plywood,TA,CBlock,TA,SLvl,6.0,2.0,1969.0,938.0,1.0,988.0,180000.0
1056.0,RH,HdBoard,HdBoard,TA,CBlock,TA,1Story,4.0,1.0,1966.0,1056.0,1.0,1056.0,107000.0
1746.0,RL,VinylSd,VinylSd,Ex,PConc,Ex,1Story,9.0,3.0,2006.0,1746.0,2.0,1746.0,377500.0
1718.0,RL,VinylSd,VinylSd,Gd,PConc,TA,2Story,7.0,2.0,1998.0,832.0,2.0,885.0,185000.0
1464.0,RL,HdBoard,HdBoard,Gd,CBlock,TA,SLvl,5.0,2.0,1963.0,520.0,2.0,1464.0,175000.0
1660.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7.0,2.0,2002.0,831.0,2.0,831.0,195000.0
1752.0,RL,MetalSd,MetalSd,Ex,PConc,Ex,1Story,9.0,2.0,2005.0,1752.0,2.0,1752.0,319900.0
2620.0,RL,Plywood,Plywood,Gd,CBlock,TA,1.5Fin,5.0,2.0,1977.0,1361.0,2.0,1361.0,190000.0
4676.0,RL,CmentBd,CemntBd,Ex,PConc,Ex,2Story,10.0,3.0,2007.0,3138.0,3.0,3138.0,184750.0
784.0,RM,MetalSd,MetalSd,TA,BrkTil,TA,1.5Unf,5.0,0.0,1924.0,784.0,1.0,784.0,109500.0
1120.0,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,4.0,2.0,1961.0,1040.0,1.0,1120.0,129000.0
1382.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,4.0,2.0,1963.0,1051.0,1.0,1382.0,148000.0
1386.0,RL,HdBoard,HdBoard,TA,CBlock,TA,2Story,6.0,2.0,1978.0,672.0,2.0,672.0,158900.0
334.0,RL,VinylSd,VinylSd,,Slab,Fa,1Story,1.0,0.0,1946.0,0.0,1.0,334.0,39300.0
1200.0,FV,MetalSd,MetalSd,Gd,PConc,Gd,2Story,7.0,2.0,2004.0,600.0,2.0,600.0,151000.0
1414.0,RM,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7.0,2.0,2004.0,1375.0,2.0,1414.0,178740.0
1584.0,RL,Plywood,Plywood,TA,CBlock,TA,1Story,5.0,3.0,1967.0,1584.0,2.0,1584.0,124000.0
1517.0,RL,Stucco,BrkFace,Gd,PConc,TA,2Story,8.0,2.0,1929.0,792.0,1.0,792.0,230000.0
1258.0,RL,VinylSd,VinylSd,TA,CBlock,Gd,1Story,6.0,2.0,1971.0,1258.0,2.0,1258.0,145000.0
902.0,RL,Wd Sdng,HdBoard,TA,CBlock,TA,1Story,5.0,1.0,1967.0,876.0,1.0,902.0,125500.0
1158.0,RL,VinylSd,VinylSd,Gd,PConc,TA,1Story,6.0,2.0,2004.0,1158.0,1.0,1158.0,158000.0
964.0,RL,Wd Sdng,Wd Sdng,Gd,BrkTil,TA,1Story,5.0,2.0,1921.0,876.0,1.0,964.0,163500.0
2380.0,RL,Plywood,Plywood,Gd,CBlock,TA,2Story,6.0,2.0,1965.0,1021.0,2.0,1465.0,129000.0
1232.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7.0,2.0,2007.0,1232.0,2.0,1232.0,194500.0
864.0,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,5.0,1.0,1972.0,864.0,1.0,864.0,127000.0
1982.0,RL,Plywood,Plywood,Gd,CBlock,Gd,2Story,7.0,2.0,1989.0,807.0,2.0,1175.0,228500.0
1924.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,2.0,1998.0,1086.0,2.0,1086.0,280000.0
2080.0,RL,MetalSd,MetalSd,Gd,BrkTil,Gd,2Story,7.0,1.0,1926.0,1276.0,1.0,1276.0,234000.0
1647.0,RL,VinylSd,VinylSd,Gd,PConc,TA,2Story,6.0,2.0,1999.0,953.0,2.0,953.0,175000.0
1617.0,RL,Plywood,Plywood,Gd,PConc,Gd,1Story,6.0,2.0,1993.0,1604.0,2.0,1617.0,193000.0
1340.0,RL,Wd Sdng,Wd Sdng,,PConc,TA,1Story,5.0,1.0,1957.0,0.0,1.0,1340.0,120000.0
1940.0,RL,VinylSd,VinylSd,Ex,PConc,Ex,1Story,9.0,3.0,2009.0,1930.0,2.0,1940.0,395192.0
1855.0,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1.5Fin,6.0,1.0,1954.0,994.0,2.0,1216.0,136900.0
884.0,RL,HdBoard,HdBoard,Gd,CBlock,TA,SFoyer,5.0,2.0,1983.0,840.0,1.0,884.0,144000.0
1626.0,RL,Wd Shng,VinylSd,Gd,PConc,Gd,2Story,7.0,2.0,2003.0,764.0,2.0,764.0,175500.0
1284.0,RM,AsbShng,AsbShng,TA,CBlock,TA,1.5Fin,5.0,1.0,1947.0,720.0,1.0,720.0,110000.0
2290.0,RL,CmentBd,CemntBd,Gd,PConc,Gd,2Story,8.0,2.0,2002.0,1128.0,2.0,1149.0,255900.0
816.0,RM,Wd Sdng,Wd Sdng,Gd,CBlock,Fa,1Story,5.0,2.0,1963.0,816.0,1.0,816.0,110000.0
2183.0,RL,HdBoard,HdBoard,Gd,PConc,Gd,1.5Fin,7.0,3.0,1988.0,1204.0,2.0,1377.0,229000.0
1869.0,RM,VinylSd,VinylSd,TA,BrkTil,TA,1.5Fin,5.0,2.0,1890.0,1088.0,1.0,1188.0,124900.0
1646.0,RL,MetalSd,MetalSd,TA,CBlock,TA,2.5Unf,7.0,1.0,1941.0,918.0,2.0,918.0,164000.0
1844.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8.0,2.0,2005.0,1844.0,2.0,1844.0,257000.0
1571.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8.0,3.0,2007.0,1571.0,2.0,1571.0,239000.0
2082.0,RM,VinylSd,VinylSd,Gd,PConc,TA,1.5Fin,7.0,2.0,2003.0,1362.0,2.0,1362.0,200000.0
1959.0,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,7.0,3.0,1988.0,1907.0,3.0,1959.0,171000.0
2374.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,3.0,2003.0,1181.0,2.0,1234.0,285000.0
2142.0,RL,VinylSd,VinylSd,Gd,CBlock,TA,2Story,6.0,1.0,1968.0,896.0,2.0,1182.0,193500.0
1200.0,FV,MetalSd,MetalSd,Gd,PConc,Gd,2Story,7.0,2.0,2005.0,600.0,2.0,520.0,144152.0
1992.0,FV,VinylSd,VinylSd,Ex,PConc,Gd,2Story,8.0,2.0,2003.0,1053.0,2.0,1053.0,250000.0
2285.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8.0,3.0,2000.0,969.0,2.0,997.0,248000.0
1824.0,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,7.0,2.0,1971.0,1643.0,2.0,1824.0,302000.0
1850.0,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,9.0,3.0,2004.0,1833.0,2.0,1850.0,326000.0
1355.0,RL,Wd Sdng,Wd Sdng,TA,BrkTil,TA,1.5Fin,5.0,0.0,1940.0,644.0,2.0,808.0,127500.0
1668.0,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7.0,2.0,2003.0,840.0,2.0,840.0,180000.0
